SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR,Type
3066,M. M. Ayurvedic (Ay),M-Gano,Powder,Ashwagandha,AY-87-A-063,Ayurvedic
3067,M. M. Ayurvedic (Ay),M-Trifala,Powder,Trifala Churna,AY-87-A-064,Ayurvedic
3068,M. M. Ayurvedic (Ay),M-Green,Powder,Green Tea,AY-87-A-065,Ayurvedic
3069,M. M. Ayurvedic (Ay),M-Thankuni,Powder,Thankuni,AY-87-A-066,Ayurvedic
3070,M. M. Ayurvedic (Ay),Diales Powder,Powder,Syzygium,AY-87-A-067,Ayurvedic
3071,M. M. Ayurvedic (Ay),Lagjet,Powder,Isabgul Plane,AY-87-A-068,Ayurvedic
3072,M. M. Ayurvedic (Ay),Paynex,Tablet,Arshahara Bati,AY-87-A-069,Ayurvedic
3073,M. M. Ayurvedic (Ay),Chasoraz,Oil (Liquid),Mahabhringaraj Taila,AY-87-A-070,Ayurvedic
3074,M. M. Ayurvedic (Ay),Gaso-M,Tablet,Mahagni Bati,AY-87-A-071,Ayurvedic
3075,M. M. Ayurvedic (Ay),M-Saschintamoni,Tablet,Swaskaschintamoni,AY-87-A-072,Ayurvedic
3076,M. M. Ayurvedic (Ay),Menet,Capsule,Naradiya Mahalaskmi Bilas,AY-87-A-073,Ayurvedic
3077,M. M. Ayurvedic (Ay),Helencha Shak/Water Cress,Capsule,Water Cress 500 mg,AY-87-A-074,Ayurvedic
3078,M. M. Ayurvedic (Ay),Haritaki Khanda,Semi-Solid,Haritaki Khanda / Amrita Haritaki,AY-87-A-075,Ayurvedic
3079,M. M. Ayurvedic (Ay),Sanjibann Modak,Semi-Solid,Sanjiban Modak,AY-87-A-076,Ayurvedic
3080,M. M. Ayurvedic (Ay),Bhargigur,Semi-Solid,Bhargigur,AY-87-A-077,Ayurvedic
3081,M. M. Ayurvedic (Ay),Shiba Modak,Semi-Solid,Shiba Modak,AY-87-A-078,Ayurvedic
3082,M. M. Ayurvedic (Ay),D-Nil,Liquid,Kutajarista,AY-87-A-001,Ayurvedic
3083,M. M. Ayurvedic (Ay),Iro Plus,Liquid,Louhasav,AY-87-A-002,Ayurvedic
3084,M. M. Ayurvedic (Ay),Gima-Vit,Liquid,Draksharista,AY-87-A-003,Ayurvedic
3085,M. M. Ayurvedic (Ay),G-vita,Liquid,Jirakadyarista / Jirakarista,AY-87-A-004,Ayurvedic
3086,M. M. Ayurvedic (Ay),G-Plex,Liquid,Balarista,AY-87-A-005,Ayurvedic
3087,M. M. Ayurvedic (Ay),Sarbasuda,Liquid,Saribadyasav,AY-87-A-006,Ayurvedic
3088,M. M. Ayurvedic (Ay),Shandani,Liquid,Patrangasav,AY-87-A-007,Ayurvedic
3089,M. M. Ayurvedic (Ay),Shandan,Liquid,Chandanasav,AY-87-A-008,Ayurvedic
3090,M. M. Ayurvedic (Ay),Licunil,Liquid,Ashokarista,AY-87-A-009,Ayurvedic
3091,M. M. Ayurvedic (Ay),C-Fever,Liquid,Amritarista,AY-87-A-010,Ayurvedic
3092,M. M. Ayurvedic (Ay),G-Zyme,Liquid,Mustakarista,AY-87-A-011,Ayurvedic
3093,M. M. Ayurvedic (Ay),Trifala Plus,Liquid,Rohitakarista,AY-87-A-012,Ayurvedic
3094,M. M. Ayurvedic (Ay),Sulharon,Powder,Amlapittantak Churna,AY-87-A-013,Ayurvedic
3095,M. M. Ayurvedic (Ay),G-Vasaka,Liquid,Vasakarista / Vasakasav,AY-87-A-014,Ayurvedic
3096,M. M. Ayurvedic (Ay),Rotigandha,Liquid,Ashwagandha,AY-87-A-015,Ayurvedic
3097,M. M. Ayurvedic (Ay),Mahi-27,Liquid,Aravindasav,AY-87-A-016,Ayurvedic
3098,M. M. Ayurvedic (Ay),G-Liv,Liquid,Kalameghasav,AY-87-A-017,Ayurvedic
3099,M. M. Ayurvedic (Ay),G-Arjuna,Liquid,Arjunarista,AY-87-A-018,Ayurvedic
3100,M. M. Ayurvedic (Ay),Roti Tab,Tablet,Ratibilas Bati,AY-87-A-019,Ayurvedic
3101,M. M. Ayurvedic (Ay),Dia-G,Liquid,Jambadyarista,AY-87-A-020,Ayurvedic
3102,M. M. Ayurvedic (Ay),V A Z Plus,Liquid,Dasamularista,AY-87-A-021,Ayurvedic
3103,M. M. Ayurvedic (Ay),H-Care,Tablet,Pravakar Bati,AY-87-A-022,Ayurvedic
3104,M. M. Ayurvedic (Ay),Kanakasav,Liquid,Kanakasav,AY-87-A-023,Ayurvedic
3105,M. M. Ayurvedic (Ay),G A Cid,Liquid,Amalaki Rasayan,AY-87-A-024,Ayurvedic
3106,M. M. Ayurvedic (Ay),Brinia,Liquid,BrahmiRasayan / Sarswatarista,AY-87-A-025,Ayurvedic
3107,M. M. Ayurvedic (Ay),CD-Nil,Tablet,Kshudabati Bati,AY-87-A-027,Ayurvedic
3108,M. M. Ayurvedic (Ay),Zamani Ark,Liquid,Jamani Arka,AY-87-A-029,Ayurvedic
3109,M. M. Ayurvedic (Ay),Indravim,Liquid,Bhimras,AY-87-A-030,Ayurvedic
3110,M. M. Ayurvedic (Ay),Leuco-G,Tablet,Pradarantak Louha,AY-87-A-031,Ayurvedic
3111,M. M. Ayurvedic (Ay),Makrotab,Tablet,Makardhwaj Rasayan,AY-87-A-032,Ayurvedic
3112,M. M. Ayurvedic (Ay),GS-Omi,Tablet,Lilabilas,AY-87-A-033,Ayurvedic
3113,M. M. Ayurvedic (Ay),GS-Cal,Tablet,Sulantak Churna / Shankhadi Churna,AY-87-A-034,Ayurvedic
3114,M. M. Ayurvedic (Ay),Amo-D,Tablet,Amasyantak,AY-87-A-035,Ayurvedic
3115,M. M. Ayurvedic (Ay),Dashan Sanskar Churna,Powder,Dashan Sanskar Churna,AY-87-A-036,Ayurvedic
3116,M. M. Ayurvedic (Ay),SES Oil,Oil (Liquid),Mahanarayan Taila,AY-87-A-037,Ayurvedic
3117,M. M. Ayurvedic (Ay),RX Oil,Oil (Liquid),Maha Chandanadi Taila,AY-87-A-038,Ayurvedic
3118,M. M. Ayurvedic (Ay),Sukrasanjibani Modak,Semi-Solid,Sukrasanjibani Modak,AY-87-A-044,Ayurvedic
3119,M. M. Ayurvedic (Ay),Chyabanprash,Semi-Solid,Chyabanprash,AY-87-A-046,Ayurvedic
3120,M. M. Ayurvedic (Ay),Senperi,Capsule,St. John's Wort,AY-87-A-047,Ayurvedic
3121,M. M. Ayurvedic (Ay),Hi-Nex,Capsule,Black Cohosh,AY-87-A-048,Ayurvedic
3122,M. M. Ayurvedic (Ay),Priran,Tablet,Brewers Yeast,AY-87-A-049,Ayurvedic
3123,M. M. Ayurvedic (Ay),Erose,Capsule,Evening Primrose Oil,AY-87-A-050,Ayurvedic
3124,M. M. Ayurvedic (Ay),Liv-140,Capsule,Milk Thistle 140 mg,AY-87-A-051,Ayurvedic
3125,M. M. Ayurvedic (Ay),Liv-70,Capsule,Milk Thistle 70 mg,AY-87-A-052,Ayurvedic
3126,M. M. Ayurvedic (Ay),Zarvit,Tablet,Garlic,AY-87-A-053,Ayurvedic
3127,M. M. Ayurvedic (Ay),Lactoven,Capsule,Ashwagandha,AY-87-A-054,Ayurvedic
3128,M. M. Ayurvedic (Ay),U-Rix,Capsule,Gohkshura Seed,AY-87-A-055,Ayurvedic
3129,M. M. Ayurvedic (Ay),U-Meto,Capsule,Saw Palmetto 160 mg,AY-87-A-056,Ayurvedic
3130,M. M. Ayurvedic (Ay),Iskina,Capsule,Neem,AY-87-A-057,Ayurvedic
3131,M. M. Ayurvedic (Ay),GB-50,Capsule,Ginkgo Biloba 60 mg,AY-87-A-058,Ayurvedic
3132,M. M. Ayurvedic (Ay),GB-120,Capsule,Ginkgo Biloba 120 mg,AY-87-A-059,Ayurvedic
3133,M. M. Ayurvedic (Ay),Epitide,Capsule,Chirata,AY-87-A-060,Ayurvedic
3134,M. M. Ayurvedic (Ay),Spireu,Capsule,Spirulina,AY-87-A-061,Ayurvedic
3135,M. M. Ayurvedic (Ay),G-Set,Capsule,Ginseng,AY-87-A-062,Ayurvedic
3136,M. M. Ayurvedic (Ay),S. Kamini,Tablet,Kamini Vidravan Ras,AY-87-A-026,Ayurvedic
3137,M. M. Ayurvedic (Ay),Toncon,Tablet,Brihat Vat Gajangkush,AY-87-A-028,Ayurvedic
3138,M. M. Ayurvedic (Ay),Life Hundred,Tablet,Joubansatadal,AY-87-A-039,Ayurvedic
3139,M. M. Ayurvedic (Ay),Diales,Capsule,Bahu Mutrantak Ras,AY-87-A-040,Ayurvedic
3140,M. M. Ayurvedic (Ay),Nima-G,Capsule,Nimbadi Kwath,AY-87-A-041,Ayurvedic
3141,M. M. Ayurvedic (Ay),I. B.-Fen,Capsule,Nagendra Bati,AY-87-A-042,Ayurvedic
3142,M. M. Ayurvedic (Ay),U-T-I,Tablet,Kushabaleha,AY-87-A-043,Ayurvedic
3143,M. M. Ayurvedic (Ay),Livson,Tablet,Nabayas Louha,AY-87-A-045,Ayurvedic
3144,M.K Laboratories (Ay),Minam,Liquid,Mustakarista,AY-18-A-001,Ayurvedic
3145,M.K Laboratories (Ay),Gefera,Liquid,Chandanasav,AY-18-A-002,Ayurvedic
3146,M.K Laboratories (Ay),Dikus,Liquid,Patrangasav,AY-18-A-003,Ayurvedic
3147,M.K Laboratories (Ay),Adha,Liquid,Vasakarista / Vasakasav,AY-18-A-010,Ayurvedic
3148,M.K Laboratories (Ay),Polysta,Liquid,Rohitakarista,AY-18-A-008,Ayurvedic
3149,M.K Laboratories (Ay),Ordif,Liquid,Balarista,AY-18-A-006,Ayurvedic
3150,M.K Laboratories (Ay),Sarac,Liquid,Ashokarista,AY-18-A-011,Ayurvedic
3151,M.K Laboratories (Ay),Allium,Oil (Liquid),Batrakhashi Taila,AY-18-A-007,Ayurvedic
3152,M.K Laboratories (Ay),Anicum,Ointment,Dadru Dalan,AY-18-A-009,Ayurvedic
3153,M.K Laboratories (Ay),Latam,Modak,Sukrasanjibani Modak,AY-18-A-004,Ayurvedic
3154,M.K Laboratories (Ay),Bibor,Ointment,Gandhakadi Malahar / Gandhak Malam,AY-18-A-005,Ayurvedic
3155,M.K Laboratories (Ay),Brihat Purna Chandra Ras,Tablet,Brihat Purnachandra Ras,AY-18-A-012,Ayurvedic
3156,M.K Laboratories (Ay),Ratibalias,Tablet,Ratibilas Bati,AY-18-A-013,Ayurvedic
3157,M.K Laboratories (Ay),Raja Prabartini Bati,Tablet,Raja Prabartini Bati,AY-18-A-014,Ayurvedic
3158,M.K Laboratories (Ay),Dhatri Louha,Tablet,Dhatri Louha,AY-18-A-015,Ayurvedic
3159,M.K Laboratories (Ay),Brihat Bat Chintamani,Tablet,Brihat Bat Chintamani,AY-18-A-016,Ayurvedic
3160,M.K Laboratories (Ay),Amlapittantak Louha,Tablet,Amlapittantak Louha,AY-18-A-017,Ayurvedic
3161,M.K Laboratories (Ay),Pradarari Ras,Tablet,Pradarari Ras,AY-18-A-018,Ayurvedic
3162,M.K Laboratories (Ay),Kutaja Bati,Tablet,Kutajaghana Bati/Kutaja Bati,AY-18-A-019,Ayurvedic
3163,M.K Laboratories (Ay),Narayan Ras,Tablet,Narayan Ras,AY-18-A-020,Ayurvedic
3164,M.K Laboratories (Ay),Mritunjoy Ras,Tablet,Mritunjoy Ras,AY-18-A-021,Ayurvedic
3165,M.S. Laboratories (Ay),Lavotex,Liquid,Kalameghasav,AY-76-A-012,Ayurvedic
3166,M.S. Laboratories (Ay),Lecosave,Liquid,Patrangasav,AY-76-A-002,Ayurvedic
3167,M.S. Laboratories (Ay),Copex-MS,Liquid,Vasakarista / Vasakasav,AY-76-A-006,Ayurvedic
3168,M.S. Laboratories (Ay),Dyspan,Liquid,Mustakarista,AY-76-A-009,Ayurvedic
3169,M.S. Laboratories (Ay),Dyotex-MS,Liquid,Kutajarista,AY-76-A-008,Ayurvedic
3170,M.S. Laboratories (Ay),Balarist-MS,Liquid,Balarista,AY-76-A-011,Ayurvedic
3171,M.S. Laboratories (Ay),MS-Vecon,Liquid,Dasamularista,AY-76-A-010,Ayurvedic
3172,M.S. Laboratories (Ay),Vervita Plus,Liquid,Bhimras,AY-76-A-013,Ayurvedic
3173,M.S. Laboratories (Ay),Fevazin-MS,Liquid,Amritarista,AY-76-A-001,Ayurvedic
3174,M.S. Laboratories (Ay),Ferolin,Liquid,Louhasav,AY-76-A-007,Ayurvedic
3175,M.S. Laboratories (Ay),Glycohal,Liquid,Aravindasav,AY-76-A-003,Ayurvedic
3176,M.S. Laboratories (Ay),Asmacin,Liquid,Kanakasav,AY-76-A-004,Ayurvedic
3177,M.S. Laboratories (Ay),Msco-C,Liquid,Chandanasav,AY-76-A-005,Ayurvedic
3178,M.S. Laboratories (Ay),Gastonine Tab,Tablet,Amlapittantak Louha,AY-76-A-014,Ayurvedic
3179,M.S. Laboratories (Ay),Lecotex Tab,Tablet,Pradarari Ras,AY-76-A-015,Ayurvedic
3180,M.S. Laboratories (Ay),Hepalex Tab,Tablet,Arogya Vardhani,AY-76-A-017,Ayurvedic
3181,M.S. Laboratories (Ay),Paintex Tab,Tablet,Vat Gajendra Singha,AY-76-A-016,Ayurvedic
3182,Medico Laboratories (Ay),Medi Chabon,Semi-Solid,Chyabanprash,AY-106-A-009,Ayurvedic
3183,Medico Laboratories (Ay),Ejastop,Semi-Solid,Sukrasanjibani Modak,AY-106-A-010,Ayurvedic
3184,Medico Laboratories (Ay),Bloodwom,Syrup,Ashokarista,AY-106-A-011,Ayurvedic
3185,Medico Laboratories (Ay),Li-M,Syrup,Kalameghasav,AY-106-A-012,Ayurvedic
3186,Medico Laboratories (Ay),Card-M,Syrup,Arjunarista,AY-106-A-013,Ayurvedic
3187,Medico Laboratories (Ay),Amritarista,Syrup,Amritarista,AY-106-A-014,Ayurvedic
3188,Medico Laboratories (Ay),Ten-M,Syrup,Dasamularista,AY-106-A-015,Ayurvedic
3189,Medico Laboratories (Ay),Honeycure,Syrup,Jambadyarista,AY-106-A-016,Ayurvedic
3190,Medico Laboratories (Ay),Bhimras,Syrup,Bhimras,AY-106-A-017,Ayurvedic
3191,Medico Laboratories (Ay),Amla-M,Syrup,Amalaki Rasayan,AY-106-A-018,Ayurvedic
3192,Medico Laboratories (Ay),Saribadi,Syrup,Saribadi,AY-106-A-019,Ayurvedic
3193,Medico Laboratories (Ay),Regud,Capsule,Sukhada Churna,AY-106-A-020,Ayurvedic
3194,Medico Laboratories (Ay),Apremed,Capsule,Nagbaladya Churna,AY-106-A-021,Ayurvedic
3195,Medico Laboratories (Ay),Medigin,Capsule,Ginseng,AY-106-A-022,Ayurvedic
3196,Medico Laboratories (Ay),DDM,Capsule,Chirata,AY-106-A-023,Ayurvedic
3197,Medico Laboratories (Ay),DDMED,Capsule,Bhubaneswar,AY-106-A-024,Ayurvedic
3198,Medico Laboratories (Ay),Medipep,Syrup,Mustakarista,AY-106-A-001,Ayurvedic
3199,Medico Laboratories (Ay),Cofsol,Syrup,Vasakarista / Vasakasav,AY-106-A-002,Ayurvedic
3200,Medico Laboratories (Ay),Kutjarist,Syrup,Kutajarista,AY-106-A-003,Ayurvedic
3201,Medico Laboratories (Ay),Leucomen,Syrup,Patrangasav,AY-106-A-004,Ayurvedic
3202,Medico Laboratories (Ay),Chandanasav,Syrup,Chandanasav,AY-106-A-005,Ayurvedic
3203,Medico Laboratories (Ay),Liposin,Syrup,Rohitakarista,AY-106-A-006,Ayurvedic
3204,Medico Laboratories (Ay),Mediton,Syrup,Balarista,AY-106-A-007,Ayurvedic
3205,Medico Laboratories (Ay),Hemalin,Syrup,Louhasav,AY-106-A-008,Ayurvedic
3206,Mediearth Limited (Ayurvedic Division),Durex Powder 30,Capsule,Manmathavra Ras,AY-445-A-001,Ayurvedic
3207,Mediearth Limited (Ayurvedic Division),Winter Cherry,Capsule,Winter Cherry 500 mg,AY-445-A-002,Ayurvedic
3208,Mediearth Limited (Ayurvedic Division),Ginger,Capsule,Ginger,AY-445-A-003,Ayurvedic
3209,Mediearth Limited (Ayurvedic Division),Kamasutra,Capsule,Joubansatadal,AY-445-A-004,Ayurvedic
3210,Mediearth Limited (Ayurvedic Division),Capsicum,Capsule,Capsicum / Cayeni,AY-445-A-005,Ayurvedic
3211,Mediearth Limited (Ayurvedic Division),Parmamol,Capsule,Manikya Ras,AY-445-A-006,Ayurvedic
3212,Mediearth Limited (Ayurvedic Division),Thankuni,Tablet,Hydrocotyle,AY-445-A-007,Ayurvedic
3213,Mediearth Limited (Ayurvedic Division),Neem,Capsule,Neem,AY-445-A-008,Ayurvedic
3214,Mediearth Limited (Ayurvedic Division),Listerine,Tablet,Nagendra Bati,AY-445-A-009,Ayurvedic
3215,Mediearth Limited (Ayurvedic Division),Chitara,Capsule,Chirata,AY-445-A-010,Ayurvedic
3216,Mediearth Limited (Ayurvedic Division),Garlic,Capsule,Garlic,AY-445-A-011,Ayurvedic
3217,Mediearth Limited (Ayurvedic Division),Tiger Energy,Liquid,Chandanasav,AY-445-A-012,Ayurvedic
3218,Mediearth Limited (Ayurvedic Division),Gavison Plus,Liquid,Amritavalli,AY-445-A-013,Ayurvedic
3219,Mediearth Limited (Ayurvedic Division),Isbagul Spicy,Powder,Ispaghula Husk,AY-445-A-014,Ayurvedic
3220,Mediearth Limited (Ayurvedic Division),Spirulina,Capsule,Spirulina,AY-445-A-015,Ayurvedic
3221,Mediearth Limited (Ayurvedic Division),Bull Energy,Liquid,BrahmiRasayan / Sarswatarista,AY-445-A-016,Ayurvedic
3222,Mediearth Limited (Ayurvedic Division),XXL,Oil (Liquid),Maha Chandanadi Taila,AY-445-A-017,Ayurvedic
3223,Mediearth Limited (Ayurvedic Division),Blood Detox,Liquid,Ushirasav,AY-445-A-018,Ayurvedic
3224,Mediearth Limited (Ayurvedic Division),Kamsutra Oil,Oil (Liquid),Laksmi Bilas (Vat),AY-445-A-019,Ayurvedic
3225,Mediearth Limited (Ayurvedic Division),Cough Syrup,Liquid,Maha Draksharista,AY-445-A-020,Ayurvedic
3226,Mediearth Limited (Ayurvedic Division),Psoriatic,Ointment,Dadru Dalan,AY-445-A-021,Ayurvedic
3227,Mediearth Limited (Ayurvedic Division),Asparagus,Capsule,Asparagus,AY-445-A-022,Ayurvedic
3228,Mediearth Limited (Ayurvedic Division),Evening Primrose,Capsule,Evening Primrose Oil,AY-445-A-023,Ayurvedic
3229,Mediearth Limited (Ayurvedic Division),Himsagar Hair Oil,Oil (Liquid),Himsagar Taila,AY-445-A-024,Ayurvedic
3230,Mediearth Limited (Ayurvedic Division),Medi Cherry,Tablet,Winter Cherry 500 mg,AY-445-A-025,Ayurvedic
3231,Mediearth Limited (Ayurvedic Division),Painkiller Orthopedic Oil,Oil (Liquid),Ambatari Taila,AY-445-A-026,Ayurvedic
3232,Mediearth Limited (Ayurvedic Division),Stomax,Liquid,Saribadyarista,AY-445-A-027,Ayurvedic
3233,Mediearth Limited (Ayurvedic Division),Doodh Patra,Capsule,Milk Thistle,AY-445-A-028,Ayurvedic
3234,Mediearth Limited (Ayurvedic Division),Asparagus,Liquid,Asparagus,AY-445-A-029,Ayurvedic
3235,Mediearth Limited (Ayurvedic Division),Power Sensgra 100,Tablet,Colchicum 500 mg,AY-445-A-030,Ayurvedic
3236,Medisun Natural Drugs (Ay),Honeyton,Syrup,Chandanasav,AY-23-A-001,Ayurvedic
3237,Medisun Natural Drugs (Ay),Hazmisob,Syrup,Louhasav,AY-23-A-002,Ayurvedic
3238,Medisun Natural Drugs (Ay),Liqumex,Liquid,Patrangasav,AY-23-A-003,Ayurvedic
3239,Medisun Natural Drugs (Ay),Anaton,Liquid,Saribadyarista,AY-23-A-004,Ayurvedic
3240,Medisun Natural Drugs (Ay),Dasamin,Liquid,Dasamularista,AY-23-A-005,Ayurvedic
3241,Medisun Natural Drugs (Ay),Carditon-H,Liquid,Arjunarista,AY-23-A-006,Ayurvedic
3242,Medisun Natural Drugs (Ay),Zirkacin,Liquid,Jirakadyarista / Jirakarista,AY-23-A-007,Ayurvedic
3243,Medisun Natural Drugs (Ay),Ashokarex,Liquid,Ashokarista,AY-23-A-008,Ayurvedic
3244,Medisun Natural Drugs (Ay),Damaton,Liquid,Draksharista,AY-23-A-009,Ayurvedic
3245,Medisun Natural Drugs (Ay),Hemiton,Liquid,Aswagandharista,AY-23-A-010,Ayurvedic
3246,Medisun Natural Drugs (Ay),Medigin,Liquid,Amritarista,AY-23-A-011,Ayurvedic
3247,Medisun Natural Drugs (Ay),Ostigin,Liquid,Rohitakarista,AY-23-A-012,Ayurvedic
3248,Medisun Natural Drugs (Ay),Beuton,Liquid,Balarista,AY-23-A-013,Ayurvedic
3249,Medisun Natural Drugs (Ay),Kutajarista,Liquid,Kutajarista,AY-23-A-015,Ayurvedic
3250,Medisun Natural Drugs (Ay),Amloki-D,Liquid,Amalaki Rasayan,AY-23-A-014,Ayurvedic
3251,Medisun Natural Drugs (Ay),Dontoshanti,Mouth Wash,Myrrh,AY-23-A-016,Ayurvedic
3252,Medisun Natural Drugs (Ay),Golaphy,Ointment,Avocado,AY-23-A-017,Ayurvedic
3253,Medisun Natural Drugs (Ay),MS-Dhole Malom,Malam,Gandhakadi Malahar / Gandhak Malam,AY-23-A-018,Ayurvedic
3254,Medisun Natural Drugs (Ay),Decozima,Malam,Dashanga Pralep,AY-23-A-019,Ayurvedic
3255,Medisun Natural Drugs (Ay),Lodex,Ointment,Kajuput Taila,AY-23-A-020,Ayurvedic
3256,Medisun Natural Drugs (Ay),Hot-Radis,Ointment,Horseradish,AY-23-A-021,Ayurvedic
3257,Medisun Natural Drugs (Ay),Shondi-Bak,Ointment,Cayeni,AY-23-A-022,Ayurvedic
3258,Medisun Natural Drugs (Ay),Megla-Whitex,Ointment,Thankuni,AY-23-A-023,Ayurvedic
3259,Medisun Natural Drugs (Ay),Vix-Beporab,Ointment,Mahabatari Taila,AY-23-A-024,Ayurvedic
3260,Medisun Natural Drugs (Ay),Venda-Rox,Ointment,Ambatari Taila,AY-23-A-025,Ayurvedic
3261,Medisun Natural Drugs (Ay),Garmolex,Powder,Nagbaladya Churna,AY-23-A-026,Ayurvedic
3262,Medisun Natural Drugs (Ay),Dontoshaba,Powder,Dashan Sanskar Churna,AY-23-A-027,Ayurvedic
3263,Medisun Natural Drugs (Ay),Linazin,Capsule,Spirulina,AY-23-A-028,Ayurvedic
3264,Medisun Natural Drugs (Ay),Capsotin,Capsule,Capsicum / Cayeni,AY-23-A-029,Ayurvedic
3265,Medisun Natural Drugs (Ay),Alfadin,Capsule,Saw Palmetto,AY-23-A-030,Ayurvedic
3266,Medisun Natural Drugs (Ay),Termina,Capsule,Nimbadi Churna,AY-23-A-031,Ayurvedic
3267,Medisun Natural Drugs (Ay),Damasin-MS,Capsule,Garlic,AY-23-A-032,Ayurvedic
3268,Medisun Natural Drugs (Ay),SKD-Munish,Capsule,Alambusadya Churna,AY-23-A-033,Ayurvedic
3269,Medisun Natural Drugs (Ay),Qtone,Capsule,Ashwagandha (Winter Cherry),AY-23-A-034,Ayurvedic
3270,Medisun Natural Drugs (Ay),SKD-Ginseng,Capsule,Ginseng,AY-23-A-035,Ayurvedic
3271,Medisun Natural Drugs (Ay),Mritasanjibani,Liquid,Mritasanjibani (Bajikaran),AY-23-A-036,Ayurvedic
3272,Medisun Natural Drugs (Ay),SKD Ginseng,Liquid,Ginseng,AY-23-A-038,Ayurvedic
3273,Medisun Natural Drugs (Ay),Medi-Cough,Liquid,Vasaka / Jastishia,AY-23-A-039,Ayurvedic
3274,Medisun Natural Drugs (Ay),Korna Shanti,Oil (Liquid),Shambhuk Taila,AY-23-A-040,Ayurvedic
3275,Medisun Natural Drugs (Ay),Brihat marichyadi Taila,Oil (Liquid),Brihat Marichyadi Taila,AY-23-A-041,Ayurvedic
3276,Medisun Natural Drugs (Ay),Allium-Pain Stop,Oil (Liquid),Batrakhashi Taila,AY-23-A-042,Ayurvedic
3277,Medisun Natural Drugs (Ay),Kamini-Venifira,Oil (Liquid),Ashwagandha,AY-23-A-043,Ayurvedic
3278,Meena Ayurvedic Laboratories,Patrangasav,Liquid,Patrangasav,AY-119-A-016,Ayurvedic
3279,Midland Laboratories Ltd.,Baharer Nani,Liquid,Baharer Nani,AY-84-A-012,Ayurvedic
3280,Midland Laboratories Ltd.,Kutajarista,Liquid,Kutajarista,AY-84-A-016,Ayurvedic
3281,Midland Laboratories Ltd.,Vaskar Lavan,Tablet,Vaskar Lavan,AY-84-A-015,Ayurvedic
3282,Midland Laboratories Ltd.,Arjunarista,Liquid,Arjunarista,AY-84-A-10,Ayurvedic
3283,Midland Laboratories Ltd.,Chyabanprash,Semi-Solid,Chyabanprash,AY-84-A-009,Ayurvedic
3284,Midland Laboratories Ltd.,Ashokarista,Liquid,Ashokarista,AY-84-A-008,Ayurvedic
3285,Midland Laboratories Ltd.,Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-84-A-6,Ayurvedic
3286,Midland Laboratories Ltd.,Patrangasav,Liquid,Patrangasav,AY-84-A-004,Ayurvedic
3287,Midland Laboratories Ltd.,Chandanasav,Liquid,Chandanasav,AY-84-A-001,Ayurvedic
3288,Midland Laboratories Ltd.,Dasamularista,Liquid,Dasamularista,AY-84-A-003,Ayurvedic
3289,Mirco Laboratories (Ayurvedic),Thania,Capsule,Ashwagandha,AY-136-A-034,Ayurvedic
3290,Mirco Laboratories (Ayurvedic),Charvin,Capsule,Puncture Vine,AY-136-A-035,Ayurvedic
3291,Mirco Laboratories (Ayurvedic),Yeast,Tablet,Brewers Yeast,AY-136-A-036,Ayurvedic
3292,Mirco Laboratories (Ayurvedic),Ziam,Capsule,Jambolan / Syzygium,AY-136-A-037,Ayurvedic
3293,Mirco Laboratories (Ayurvedic),Corum,Capsule,Basanta Kusumakar Ras (Rasayan),AY-136-A-038,Ayurvedic
3294,Mirco Laboratories (Ayurvedic),Bonton,Capsule,Batari Gugglu,AY-136-A-039,Ayurvedic
3295,Mirco Laboratories (Ayurvedic),Spacare,Capsule,Negundu/Vitex,AY-136-A-040,Ayurvedic
3296,Mirco Laboratories (Ayurvedic),Oxitex,Capsule,Spirulina,AY-136-A-041,Ayurvedic
3297,Mirco Laboratories (Ayurvedic),Apcot,Capsule,Ginkgo Biloba,AY-136-A-042,Ayurvedic
3298,Mirco Laboratories (Ayurvedic),Perple,Capsule,Asparagus,AY-136-A-043,Ayurvedic
3299,Mirco Laboratories (Ayurvedic),Thisle,Capsule,Milk Thistle,AY-136-A-044,Ayurvedic
3300,Mirco Laboratories (Ayurvedic),Reoxiv,Capsule,Ginseng,AY-136-A-045,Ayurvedic
3301,Mirco Laboratories (Ayurvedic),Vigofera,Liquid,Aswagandharista,AY-136-A-001,Ayurvedic
3302,Mirco Laboratories (Ayurvedic),Decorea,Liquid,Patrangasav,AY-136-A-002,Ayurvedic
3303,Mirco Laboratories (Ayurvedic),V-Ten,Liquid,Dasamularista,AY-136-A-003,Ayurvedic
3304,Mirco Laboratories (Ayurvedic),Visoliv,Liquid,Rohitakarista,AY-136-A-007,Ayurvedic
3305,Mirco Laboratories (Ayurvedic),G-fort,Liquid,Balarista,AY-136-A-008,Ayurvedic
3306,Mirco Laboratories (Ayurvedic),Aras,Liquid,Amalaki Rasayan,AY-136-A-009,Ayurvedic
3307,Mirco Laboratories (Ayurvedic),Adoca,Liquid,Vasakarista / Vasakasav,AY-136-A-014,Ayurvedic
3308,Mirco Laboratories (Ayurvedic),Ligor-100,Liquid,Sanjivani Rasayan,AY-136-A-010,Ayurvedic
3309,Mirco Laboratories (Ayurvedic),Vency,Liquid,Arjunarista,AY-136-A-011,Ayurvedic
3310,Mirco Laboratories (Ayurvedic),Utisol,Liquid,Chandanasav,AY-136-A-006,Ayurvedic
